pac_name,affiliate,total,dem,repub,lean,year
Prairie PAC,Dick Durbin (D-Ill),281250,281250,0,Solidly Democrat/Liberal,2014
Making America Prosperous,Kevin Brady (R-Texas),276300,0,276300,Solidly Republican/Conservative,2014
Solidarity PAC,George Miller (D-Calif),267255,267255,0,Solidly Democrat/Liberal,2014
Senate Victory Fund,Thad Cochran (R-Miss),265000,0,265000,Solidly Republican/Conservative,2014
Committee for the Preservation of Capitalism,Charles W Boustany Jr (R-La),262500,0,262500,Solidly Republican/Conservative,2014
Freedom Fund,Mike Crapo (R-Idaho),260500,0,260500,Solidly Republican/Conservative,2014
Jazz PAC,Mary L. Landrieu (D-La),260500,260500,0,Solidly Democrat/Liberal,2014
Tenn PAC,Lamar Alexander (R-Tenn),257500,0,257500,Solidly Republican/Conservative,2014
M-PAC,Patty Murray (D-Wash),240000,240000,0,Solidly Democrat/Liberal,2014
Oceans PAC,Sheldon Whitehouse (D-RI),240000,240000,0,Solidly Democrat/Liberal,2014
New PAC,Devin Nunes (R-Calif),239000,0,239000,Solidly Republican/Conservative,2014
Republican Majority Fund,Saxby Chambliss (R-Ga),237500,0,237500,Solidly Republican/Conservative,2014
GOALPAC,Sander Levin (D-Mich),236000,236000,0,Solidly Democrat/Liberal,2014
COLE PAC,Tom Cole (R-Okla),233500,0,233500,Solidly Republican/Conservative,2014
Country First PAC,John McCain (R-Ariz),229926,0,229926,Solidly Republican/Conservative,2014
Peak PAC,Mark Udall (D-Colo),227500,227500,0,Solidly Democrat/Liberal,2014
Responsibility & Freedom Work PAC,Roger Wicker (R-Miss),227000,0,227000,Solidly Republican/Conservative,2014
America Works PAC,Sherrod Brown (D-Ohio),227000,227000,0,Solidly Democrat/Liberal,2014
Fund for a Conservative Future,James M. Inhofe (R-Okla),225000,0,225000,Solidly Republican/Conservative,2014
Committee for a Livable Future,Earl Blumenauer (D-Ore),223750,223750,0,Solidly Democrat/Liberal,2014
Voice for Freedom,Tom Price (R-Ga),223000,0,223000,Solidly Republican/Conservative,2014
Lobo PAC,Martin Heinrich (D-NM),222000,222000,0,Solidly Democrat/Liberal,2014
Kelly PAC,Kelly Ayotte (R-NH),220000,0,220000,Solidly Republican/Conservative,2014
Common Ground PAC,Tim Kaine (D-VA),219200,219200,0,Solidly Democrat/Liberal,2014
Dakota Prairie PAC,Heidi Heitkamp (D-ND),217500,217500,0,Solidly Democrat/Liberal,2014
America's Leadership PAC,Deborah Ann Stabenow (D-Mich),214500,214500,0,Solidly Democrat/Liberal,2014
Lincoln PAC,Mark Kirk (R-Ill),216000,0,216000,Solidly Republican/Conservative,2014
Rock City PAC,Bob Corker (R-Tenn),215000,0,215000,Solidly Republican/Conservative,2014
Hawkeye PAC,Chuck Grassley (R-Iowa),211750,0,211750,Solidly Republican/Conservative,2014
Empire PAC,Kirsten Gillibrand (D-NY),210000,210000,0,Solidly Democrat/Liberal,2014
Synergy PAC,John B. Larson (D-Conn),205708,205708,0,Solidly Democrat/Liberal,2014
Green Mountain PAC,Patrick Leahy (D-Vt),205500,205500,0,Solidly Democrat/Liberal,2014
SarahPAC,ex-Gov. Sarah Palin (R-Alaska),205000,0,205000,Solidly Republican/Conservative,2014
21st Century Majority Fund,Johnny Isakson (R-GA),203000,0,203000,Solidly Republican/Conservative,2014
Fund for the Majority,Dianne Feinstein (D-Calif),202500,202500,0,Solidly Democrat/Liberal,2014
More Conservatives PAC,Patrick McHenry (R-NC),201468,0,201468,Solidly Republican/Conservative,2014
Holding Onto Oregon's Priorities,Ron Wyden (D-Ore),199000,199000,0,Solidly Democrat/Liberal,2014
Priority PAC,Mark Pryor (D-Ark),192500,192500,0,Solidly Democrat/Liberal,2014
Forward Together PAC,Mark Warner (D-Va),190500,190500,0,Solidly Democrat/Liberal,2014
Making Business Excel PAC,Mike Enzi (R-Wyo),188216,0,188216,Solidly Republican/Conservative,2014
Preserving America's Traditions,Pat Roberts (R-Kan),187500,0,187500,Solidly Republican/Conservative,2014
Follow the North Star Fund,Amy Klobuchar (D-Minn),184000,184000,0,Solidly Democrat/Liberal,2014
Long Leaf Pine PAC,Kay R. Hagan (D-NC),183500,183500,0,Solidly Democrat/Liberal,2014
John S Fund,John M. Shimkus (R-Ill),181000,1000,180000,Solidly Republican/Conservative,2014
Keystone America PAC,Bob Casey (D-Pa),176500,176500,0,Solidly Democrat/Liberal,2014
Jobs & Innovation Matter PAC,Jim Himes (D-Conn),175750,175750,0,Solidly Democrat/Liberal,2014
Treasure State PAC,Jon Tester (D-Mont),175500,175500,0,Solidly Democrat/Liberal,2014
To Organize a Majority PAC,Tom Harkin (D-Iowa),175000,175000,0,Solidly Democrat/Liberal,2014
Good Fund,Bob Goodlatte (R-VA),174000,0,174000,Solidly Republican/Conservative,2014
Nutmeg PAC,Richard Blumenthal (D-Conn),171500,171500,0,Solidly Democrat/Liberal,2014
Narragansett Bay PAC,Jack Reed (D-RI),167500,167500,0,Solidly Democrat/Liberal,2014
Freedom & Security PAC,John Kline (R-Minn),166250,0,166250,Solidly Republican/Conservative,2014
Midwest Values PAC,Al Franken (D-Minn),165100,165100,0,Solidly Democrat/Liberal,2014
Hoosiers First PAC,Joe Donnelly (D-Ind),161749,161749,0,Solidly Democrat/Liberal,2014
Conservatives Organized to Advance Tmrw,Dan Coats (R-Ind),157500,0,157500,Solidly Republican/Conservative,2014
Blue Hen PAC,Chris Coons (D-Del),157000,157000,0,Solidly Democrat/Liberal,2014
Strategy PAC,Ron Johnson (R-Wis),155000,0,155000,Solidly Republican/Conservative,2014
Fund for America's Future,Lindsey Graham (R-SC),155000,0,155000,Solidly Republican/Conservative,2014
First State PAC,Tom Carper (D-Del),154500,154500,0,Solidly Democrat/Liberal,2014
Moving America Forward,Bill Nelson (D-Fla),154500,154500,0,Solidly Democrat/Liberal,2014
People's Voice PAC,Tammy Baldwin (D-Wis),150500,150500,0,Solidly Democrat/Liberal,2014
ICE PAC,Erik Paulsen (R-Minn),150500,2000,148500,Solidly Republican/Conservative,2014
Lead Your Nation Now PAC,Lynn Jenkins (R-Kan),148000,0,148000,Solidly Republican/Conservative,2014
Huck PAC,ex-Gov. Mike Huckabee (R-),146000,0,146000,Solidly Republican/Conservative,2014
A New Direction PAC,Jeanne Shaheen (D-NH),146000,146000,0,Solidly Democrat/Liberal,2014
Great Land PAC,Mark Begich (D-Alaska),144500,144500,0,Solidly Democrat/Liberal,2014
Help America's Leaders,Hal Rogers (R-Ky),144000,0,144000,Solidly Republican/Conservative,2014
Victory in November Election PAC,Mike Thompson (D-Calif),142404,142404,0,Solidly Democrat/Liberal,2014
TACPAC,Tom Coburn (R-Okla),140500,0,140500,Solidly Republican/Conservative,2014
Liberty Project,Randy Neugebauer (R-Texas),139046,1000,138046,Solidly Republican/Conservative,2014
New Millennium PAC,Robert Menendez (D-NJ),139000,139000,0,Solidly Democrat/Liberal,2014
SCOTT PAC,Scott Garrett (R-NJ),134468,0,134468,Solidly Republican/Conservative,2014
Southwest Leadership Fund,Tom Udall (D-NM),131500,131500,0,Solidly Democrat/Liberal,2014
LEGPAC,Ben Cardin (D-Md),131000,131000,0,Solidly Democrat/Liberal,2014
MURPHPAC,Christopher S Murphy (D-Conn),130500,130500,0,Solidly Democrat/Liberal,2014
Dirigo PAC,Susan Collins (R-Maine),130000,0,130000,Solidly Republican/Conservative,2014
"Jobs, Growth & Freedom Fund",Ted Cruz (R-Texas),129775,0,129775,Solidly Republican/Conservative,2014
PAC for a Change,Barbara Boxer (D-Calif),129500,129500,0,Solidly Democrat/Liberal,2014
Badger PAC,Ron Kind (D-Wis),127363,127363,0,Solidly Democrat/Liberal,2014
Ann PAC,Ann L. Wagner (R-Mo),125025,0,125025,Solidly Republican/Conservative,2014
Glacier PAC,ex-Sen. Max Baucus (D-Mont),123500,123500,0,Solidly Democrat/Liberal,2014
Progressive Choices PAC,Jan Schakowsky (D-Ill),122250,122250,0,Solidly Democrat/Liberal,2014
LOIS PAC,Lois J Frankel (D-Fla),122209,122209,0,Solidly Democrat/Liberal,2014
Support to Ensure Victory Everywhere PAC,Steve Stivers (R-Ohio),120500,0,120500,Solidly Republican/Conservative,2014
Tallatchee Creek Inc,Jeff Sessions (R-Ala),121000,0,121000,Solidly Republican/Conservative,2014
Opportunity & Renewal PAC,Jeff Merkley (D-Ore),121000,121000,0,Solidly Democrat/Liberal,2014
Stand Tall America PAC,Mac Thornberry (R-Texas),120357,0,120357,Solidly Republican/Conservative,2014
4MA Pac,Joe Kennedy III (D-Mass),119500,119500,0,Solidly Democrat/Liberal,2014
Missourians for Accountability & Change,Claire McCaskill (D-Mo),119000,119000,0,Solidly Democrat/Liberal,2014
Democrats Against Waste in Govt PAC,John Barrow (D-Ga),118800,118800,0,Solidly Democrat/Liberal,2014
Acton PAC,Lynn A. Westmoreland (R-Ga),117500,0,117500,Solidly Republican/Conservative,2014
Country Roads PAC,Joe Manchin (D-WVa),115500,115500,0,Solidly Democrat/Liberal,2014
CoryPAC,Cory Booker (D-NJ),114500,114500,0,Solidly Democrat/Liberal,2014
Road to Freedom PAC,Ed Royce (R-Calif),113500,0,113500,Solidly Republican/Conservative,2014
Arkansas for Leadership,John Boozman (R-Ark),113500,0,113500,Solidly Republican/Conservative,2014
Eureka PAC,Ken Calvert (R-Calif),112500,0,112500,Solidly Republican/Conservative,2014
Jeff PAC,Jeff Denham (R-Calif),112023,0,112023,Solidly Republican/Conservative,2014
Allen West Guardian Fund,ex-Rep. Allen West (R-Fla),112000,0,112000,Solidly Republican/Conservative,2014
Progressive Voters of America,Bernie Sanders (I-Vt),109500,109500,0,Solidly Democrat/Liberal,2014
O'Say Can You See PAC,Gov. Martin O'Malley (D-MD),109137,109137,0,Solidly Democrat/Liberal,2014
Patriots In Action,Roger Williams (R-TX),106500,0,106500,Solidly Republican/Conservative,2014
Building A Majority PAC,Barbara A. Mikulski (D-Md),105000,105000,0,Solidly Democrat/Liberal,2014
Tomorrow Is Meaningful,Tim Scott (R-SC),102500,0,102500,Solidly Republican/Conservative,2014
Senate Majority Fund,ex-Sen. Jon L. Kyl (R-Ariz),102200,0,102200,Solidly Republican/Conservative,2014
Dutch PAC,Dutch Ruppersberger (D-Md),99500,99500,0,Solidly Democrat/Liberal,2014
Bringing Leadership Back PAC,Bruce Braley (D-Iowa),98000,98000,0,Solidly Democrat/Liberal,2014
Dakota PAC,John Hoeven (R-ND),94500,0,94500,Solidly Republican/Conservative,2014
19th Star PAC,ex-Sen. Richard G. Lugar (R-Ind),94000,5000,89000,Solidly Republican/Conservative,2014
EDPAC,Edwin G Perlmutter (D-Colo),91500,91500,0,Solidly Democrat/Liberal,2014
Del PAC,John Carney (D-Del),91200,91200,0,Solidly Democrat/Liberal,2014
Fiscal Leadership & Knowing Economics,Jeff Flake (R-Ariz),87553,0,87553,Solidly Republican/Conservative,2014
Mr Southern Missourian in the House,Jason Smith (R-Mo),86800,0,86800,Solidly Republican/Conservative,2014
South Dakota First PAC,Tim Johnson (D-SD),86000,86000,0,Solidly Democrat/Liberal,2014
Project West PAC,Cory Gardner (R-Colo),84577,0,84577,Solidly Republican/Conservative,2014
Fearless PAC,Jared Polis (D-Colo),82400,82400,0,Solidly Democrat/Liberal,2014
American Defense & Military PAC,Adam Smith (D-Wash),80950,80950,0,Solidly Democrat/Liberal,2014
MARSHA PAC,Marsha Blackburn (R-Tenn),80500,0,80500,Solidly Republican/Conservative,2014
Mountaineer PAC,Jay Rockefeller (D-WVa),76000,76000,0,Solidly Democrat/Liberal,2014
21st Century PAC,"Howard P ""Buck"" McKeon (R-Calif)",74500,0,74500,Solidly Republican/Conservative,2014
Motor City PAC,Gary Peters (D-Mich),74300,74300,0,Solidly Democrat/Liberal,2014
Ohio USA PAC,ex-Sen. George V Voinovich (R-Ohio),73500,0,73500,Solidly Republican/Conservative,2014
Rights & Responsibilities PAC,ex-Rep. Gabrielle Giffords (D-AZ),72600,54600,18000,Leans Democrat/Liberal,2014
Nebraska Sandhills PAC,Deb Fischer (R-Neb),72500,0,72500,Solidly Republican/Conservative,2014
Fund for American Opportunity,ex-Sen. Spencer Abraham (R-Mich),71266,0,71266,Solidly Republican/Conservative,2014
Greater Tomorrow PAC,Glenn Thompson (R-Pa),71000,0,71000,Solidly Republican/Conservative,2014
Gene PAC,Gene Green (D-Texas),70000,70000,0,Solidly Democrat/Liberal,2014
Pineapple PAC,Mazie K Hirono (D-Hawaii),70000,70000,0,Solidly Democrat/Liberal,2014
DIANE PAC,Diane Black (R-Tenn),68600,0,68600,Solidly Republican/Conservative,2014
Blue Majority PAC,Mark Pocan (D-Wis),67959,67959,0,Solidly Democrat/Liberal,2014
Save America PAC,James E Risch (R-Idaho),67500,0,67500,Solidly Republican/Conservative,2014
Thoroughbred PAC,Ed Whitfield (R-Ky),66954,0,66954,Solidly Republican/Conservative,2014
Keystone Fund,Mike Doyle (D-Pa),66500,66500,0,Solidly Democrat/Liberal,2014
PUCK PAC,Mike Quigley (D-Ill),66500,66500,0,Solidly Democrat/Liberal,2014
Blessings of Liberty PAC,State Sen. Mimi Walters (R-Calif),66000,0,66000,Solidly Republican/Conservative,2014
Reclaim America PAC,Marco Rubio (R-Fla),65040,0,65040,Solidly Republican/Conservative,2014
Free Markets PAC,Robert Pittenger (R-NC),65000,0,65000,Solidly Republican/Conservative,2014
Committee for Leadership & Progress,Nita M. Lowey (D-NY),65000,65000,0,Solidly Democrat/Liberal,2014
PEM PAC,Patrick E. Murphy (D-Fla),64300,64300,0,Solidly Democrat/Liberal,2014
Impact Cmte,Michael R. Turner (R-Ohio),63500,0,63500,Solidly Republican/Conservative,2014
Lone Star Leadership PAC,Michael Burgess (R-Texas),62670,0,62670,Solidly Republican/Conservative,2014
Help Unite Republicans Today PAC,Robert Hurt (R-Va),62500,0,62500,Solidly Republican/Conservative,2014
YoPAC,Kevin Yoder (R-Kan),62000,0,62000,Solidly Republican/Conservative,2014
Clean PAC,Jared Huffman (D-Calif),60500,60500,0,Solidly Democrat/Liberal,2014
New Republican Majority Fund,ex-Sen. Trent Lott (R-Miss),60500,0,60500,Solidly Republican/Conservative,2014
Leadership that Listens PAC,Donna Edwards (D-Md),60266,60266,0,Solidly Democrat/Liberal,2014
GreggPAC,Gregg Harper (R-Miss),59500,0,59500,Solidly Republican/Conservative,2014
New Vision America Fund,Mike Honda (D-Calif),59300,59300,0,Solidly Democrat/Liberal,2014
Article 1 PAC,John A. Yarmuth (D-Ky),58500,58500,0,Solidly Democrat/Liberal,2014
BRETTPAC,Brett Guthrie (R-Ky),57000,0,57000,Solidly Republican/Conservative,2014
Foxx PAC,Virginia Foxx (R-NC),56850,0,56850,Solidly Republican/Conservative,2014
Democrats Reshaping America,Linda Sanchez (D-Calif),56700,56700,0,Solidly Democrat/Liberal,2014
Educate & Innovate PAC,Ed Markey (D-Mass),56600,56600,0,Solidly Democrat/Liberal,2014
For America's Republican Majority,Tom Latham (R-Iowa),56500,0,56500,Solidly Republican/Conservative,2014
Louisiana Values PAC,John Fleming (R-La),54000,0,54000,Solidly Republican/Conservative,2014
Reinventing a New Direction,Rand Paul (R-Ky),56000,0,56000,Solidly Republican/Conservative,2014
Titletown PAC,Reid Ribble (R-Wis),55600,0,55600,Solidly Republican/Conservative,2014
Three Rivers PAC,Kurt Schrader (D-Ore),54750,54750,0,Solidly Democrat/Liberal,2014
MICHELE PAC,Michele Bachmann (R-Minn),54000,0,54000,Solidly Republican/Conservative,2014
Goh Conservative PAC/LouiePAC,Louis B Gohmert Jr (R-Texas),53500,0,53500,Solidly Republican/Conservative,2014
Puget PAC,Rick Larsen (D-Wash),52800,52800,0,Solidly Democrat/Liberal,2014
Stand up to Washington,Gov. Bobby Jindal (R-La),51529,0,51529,Solidly Republican/Conservative,2014
Conservative Victory Fund,ex-Rep. Steven D Symms (R-Idaho),48310,0,48310,Solidly Republican/Conservative,2014
Buckeye Patriot PAC,ex-Rep. David Hobson (R-Ohio),47100,0,47100,Solidly Republican/Conservative,2014
Promise Pac,Marcia L. Fudge (D-Ohio),46500,46500,0,Solidly Democrat/Liberal,2014
HECK PAC,Dennis Heck (D-Wash),46200,46200,0,Solidly Democrat/Liberal,2014
Turquoise PAC,Ben R. Lujan (D-NM),46000,46000,0,Solidly Democrat/Liberal,2014
Funding Developing Leadership PAC,Frank D. Lucas (R-Okla),45796,0,45796,Solidly Republican/Conservative,2014
Perimeter PAC,Tammy Duckworth (D-Ill),45600,45600,0,Solidly Democrat/Liberal,2014
Louisiana Reform PAC,David Vitter (R-LA),45500,0,45500,Solidly Republican/Conservative,2014
ANDER PAC,Ander Crenshaw (R-Fla),45000,0,45000,Solidly Republican/Conservative,2014
Badlands PAC,Kevin Cramer (R-ND),44700,0,44700,Solidly Republican/Conservative,2014
First Principles Fund,Ron DeSantis (R-Fla),44000,0,44000,Solidly Republican/Conservative,2014
Come Back PAC,Tim Murphy (R-Pa),43934,0,43934,Solidly Republican/Conservative,2014
Silk PAC,Bill Pascrell Jr (D-NJ),43500,43500,0,Solidly Democrat/Liberal,2014
Inland Empire Strikes PAC,Mark A Takano (D-Calif),43300,43300,0,Solidly Democrat/Liberal,2014
Majority Initiative-Keep Electing Repubs,Mike Rogers (R-Mich),43000,0,43000,Solidly Republican/Conservative,2014
Longhorn PAC,Lamar Smith (R-Texas),42300,0,42300,Solidly Republican/Conservative,2014
Progressives Advancing United Leadership,Paul Tonko (D-NY),42000,42000,0,Solidly Democrat/Liberal,2014
MI Future,Dan Kildee (D-Mich),42000,42000,0,Solidly Democrat/Liberal,2014
Marlin PAC,Marlin Stutzman (R-Ind),41000,0,41000,Solidly Republican/Conservative,2014
Big Red PAC,Lee Terry (R-Neb),40000,0,40000,Solidly Republican/Conservative,2014
Conservative Roundtable,George Holding (R-NC),39166,0,39166,Solidly Republican/Conservative,2014
Keeping Republican Ideas Strong Timely,Kristi Noem (R-SD),39157,0,39157,Solidly Republican/Conservative,2014
Excelsior PAC,Tom Reed (R-NY),39000,0,39000,Solidly Republican/Conservative,2014
Maple PAC,Peter Welch (D-VT),39000,39000,0,Solidly Democrat/Liberal,2014
Chesapeake PAC,Andy Harris (R-Md),38510,0,38510,Solidly Republican/Conservative,2014
Fund for American Exceptionalism,Todd Rokita (R-Ind),38500,0,38500,Solidly Republican/Conservative,2014
Defense Economic Renewal Education & Knowledge PAC,Derek Kilmer (D-Wash),38200,38200,0,Solidly Democrat/Liberal,2014
Wild & Wonderful PAC,Shelley Moore Capito (R-WVa),38000,0,38000,Solidly Republican/Conservative,2014
IRL PAC,Ileana Ros-Lehtinen (R-Fla),38000,0,38000,Solidly Republican/Conservative,2014
Patriots Leading a Majority,Patrick Meehan (R-Pa),37600,0,37600,Solidly Republican/Conservative,2014
Midnight Sun,Don Young (R-Alaska),37500,0,37500,Solidly Republican/Conservative,2014
Deep Blue,ex-Rep. Joe Sestak (D-Pa),36050,36050,0,Solidly Democrat/Liberal,2014
WinNovember PAC,Steve Chabot (R-Ohio),37000,0,37000,Solidly Republican/Conservative,2014
Conservatives Restoring Excellence,Renee Ellmers (R-NC),36700,0,36700,Solidly Republican/Conservative,2014
CavPAC,Mike Pompeo (R-Kan),35500,0,35500,Solidly Republican/Conservative,2014
Lank PAC,James Lankford (R-Okla),35500,0,35500,Solidly Republican/Conservative,2014
Husky PAC,Joe Courtney (D-Conn),34500,34500,0,Solidly Democrat/Liberal,2014
Ax PAC,Sean P. Duffy (R-Wis),34200,0,34200,Solidly Republican/Conservative,2014
Truth Is Markets Work Fund,Tim Walberg (R-Mich),34000,0,34000,Solidly Republican/Conservative,2014
Jerry Lewis PAC,ex-Rep. Jerry Lewis (R-Calif),34000,0,34000,Solidly Republican/Conservative,2014
Congressional House Republicans In Service PAC,Chris Collins (R-NY),33600,0,33600,Solidly Republican/Conservative,2014
Georgia PAC,Tom Graves (R-Ga),33500,0,33500,Solidly Republican/Conservative,2014
House Liberty Fund,Jim Jordan (R-Ohio),33000,0,33000,Solidly Republican/Conservative,2014
White Mountain PAC,ex-Sen. Judd Gregg (R-NH),33000,0,33000,Solidly Republican/Conservative,2014
Mainstream PAC,Zoe Lofgren (D-Calif),32500,32500,0,Solidly Democrat/Liberal,2014
GWEN PAC,Gwen Moore (D-Wis),32500,32500,0,Solidly Democrat/Liberal,2014
Southern California Fund,Brad Sherman (D-Calif),32300,32300,0,Solidly Democrat/Liberal,2014
CASTLEPAC,ex-Rep. Michael Castle (R-Del),32000,0,32000,Solidly Republican/Conservative,2014
United for A Strong America,Adam Schiff (D-Calif),32000,32000,0,Solidly Democrat/Liberal,2014
Sea Change Leadership PAC,Karen Bass (D-Calif),31744,31744,0,Solidly Democrat/Liberal,2014
Middle Class America PAC,Daniel Lipinski (D-Ill),31250,31250,0,Solidly Democrat/Liberal,2014
Betty PAC,Betty McCollum (D-Minn),31000,31000,0,Solidly Democrat/Liberal,2014
Wolverine PAC,John D. Dingell (D-Mich),31000,31000,0,Solidly Democrat/Liberal,2014
Commonwealth PAC (Connolly),Gerry Connolly (D-Va),30600,30600,0,Solidly Democrat/Liberal,2014
Wells PAC,Austin Scott (R-GA),27400,0,27400,Solidly Republican/Conservative,2014
Freedom Matters PAC,Pete Olson (R-Texas),30000,0,30000,Solidly Republican/Conservative,2014
Committee to Strengthen America,ex-Rep. Robert E. Andrews (D-NJ),30000,30000,0,Solidly Democrat/Liberal,2014
Common Good Fund,Jim McDermott (D-Wash),30000,30000,0,Solidly Democrat/Liberal,2014
Jerry's PAC,Jerrold Nadler (D-NY),30000,30000,0,Solidly Democrat/Liberal,2014
